"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6","Source","Hit.accession","Hit.description","Query.length","Hit.length","Max.bit.score","Total.bit.score","Identity","Identity..","Coverage..","Expect","GO.terms","log2FoldChange_Sym0_Apo0","padj_Sym0_Apo0","TM_Helices","Enrichment"
"AIPGENE187",NA,NA,NA,NA,25.8743671619963,26.0948815738978,25.8717139127967,25.7534560622592,25.5198757220109,25.7279484896657,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q29504|UBA1_RABIT","Ubiquitin-like modifier-activating enzyme 1 OS=Oryctolagus cuniculus GN=UBA1 PE=2 SV=1",1062,1058,1423.68,1423.68,"661/1010","65.45%","94.82%",0,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005634,GO:0005737,GO:0005739,GO:0006464,GO:0008150,GO:0008152,GO:0008641,GO:0009987,GO:0016567,GO:0016874,GO:0017076,GO:0019538,GO:0030554,GO:0032446,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0070647,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363""",NA,NA,"0","ConEnriched"
"AIPGENE18740",NA,NA,NA,NA,23.7967620527286,23.952253660378,24.2338850375005,23.6594746571937,24.2617601891106,24.6317421455402,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8BHN3|GANAB_MOUSE","Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab PE=1 SV=1",694,944,489.57,670.22,"324/676","47.93%","95.24%",1.19e-158,"""GO:0003674,GO:0003824,GO:0004553,GO:0005488,GO:0005515,GO:0005575,GO:0005783,GO:0005794,GO:0005975,GO:0006491,GO:0008150,GO:0008152,GO:0009311,GO:0015926,GO:0016023,GO:0016787,GO:0016798,GO:0017177,GO:0030246,GO:0031410,GO:0031982,GO:0031988,GO:0032991,GO:0033919,GO:0042470,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044238,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044723,GO:0048770,GO:0071704""",NA,NA,"0","ConEnriched"
"AIPGENE1875",NA,NA,NA,NA,23.7285210802504,24.125857883822,24.1154510740522,22.738006664227,23.3116431095836,23.9729834818329,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|A7SK48|EIF3A_NEMVE","Eukaryotic translation initiation factor 3 subunit A OS=Nematostella vectensis GN=v1g190699 PE=3 SV=2",738,953,541.19,541.19,"284/416","68.27%","56.23%",8.89e-178,"""GO:0001731,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005737,GO:0005852,GO:0006412,GO:0006413,GO:0006417,GO:0006446,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016282,GO:0019222,GO:0019538,GO:0022607,GO:0022618,GO:0030529,GO:0031323,GO:0031326,GO:0032268,GO:0032991,GO:0033290,GO:0034622,GO:0034645,GO:0043170,GO:0043234,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051246,GO:0060255,GO:0065003,GO:0065007,GO:0070993,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:1901576,GO:2000112""",-0.699272362084912,1.51602830202449e-08,"0","ConEnriched"
"AIPGENE18762",NA,NA,NA,NA,21.7644473660675,22.0362350925057,22.7102784557227,22.5956338472196,22.04243418015,NA,NA,NA,NA,NA,NA,NA,"no_hit","","",NA,NA,NA,NA,"","","",NA,"",NA,NA,"0","ConEnriched"
"AIPGENE18788",NA,NA,NA,NA,25.09394904509,24.6142295034567,23.8650889122078,25.3626523532475,24.8922386306674,24.3152120859582,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|B0YN54|GLTP_PANTR","Glycolipid transfer protein OS=Pan troglodytes GN=GLTP PE=2 SV=1",200,209,150.98,150.98,"81/201","40.30%","96.50%",1.29e-43,"""GO:0003674,GO:0005215,GO:0005319,GO:0005488,GO:0005575,GO:0005737,GO:0006810,GO:0006869,GO:0008150,GO:0008289,GO:0017089,GO:0022892,GO:0044424,GO:0044464,GO:0044699,GO:0044765,GO:0046836,GO:0051234,GO:0051861,GO:0071702,GO:0097367,GO:1901264,GO:1901505""",1.33821687404659,2.5706521748222e-17,"0","ConEnriched"
"AIPGENE18835",NA,NA,NA,NA,24.6053896365192,24.8902258476661,24.9935334309617,25.2053033085848,24.6390692331686,24.8528251134123,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P13255|GNMT_RAT","Glycine N-methyltransferase OS=Rattus norvegicus GN=Gnmt PE=1 SV=2",316,293,331.26,331.26,"175/310","56.45%","96.52%",4.38e-111,"""GO:0003674,GO:0003824,GO:0005488,GO:0005542,GO:0005575,GO:0005634,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006461,GO:0006520,GO:0006544,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008757,GO:0009069,GO:0009116,GO:0009119,GO:0009987,GO:0016043,GO:0016594,GO:0016597,GO:0016740,GO:0016741,GO:0017174,GO:0019752,GO:0019842,GO:0022607,GO:0031406,GO:0032259,GO:0034641,GO:0036094,GO:0042278,GO:0042558,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0043933,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046128,GO:0046483,GO:0046498,GO:0046500,GO:0046655,GO:0051186,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055086,GO:0065003,GO:0071704,GO:0071822,GO:0071840,GO:0072341,GO:0072521,GO:0097159,GO:1901052,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1901605,GO:1901657""",-1.01590151833048,3.47397798691601e-13,"0","ConEnriched"
"AIPGENE18845",NA,NA,NA,NA,23.1288108920571,22.8601943708151,22.9875651406229,NA,24.2145685275558,24.2737689237857,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9W6Y0|RS30_ORYLA","40S ribosomal protein S30 OS=Oryzias latipes GN=fau PE=3 SV=2",135,59,85.89,85.89,"42/59","71.19%","43.70%",3.17e-21,"""GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0019538,GO:0030529,GO:0032991,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE18869",NA,NA,NA,NA,22.6395756412611,NA,22.4029964822075,23.4662193209752,21.1677938089184,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P23381|SYWC_HUMAN","""Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens GN=WARS PE=1 SV=2""",439,471,555.44,555.44,"260/403","64.52%","91.80%",0,"""GO:0000166,GO:0001525,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004812,GO:0004830,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005634,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006436,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008285,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0017076,GO:0019538,GO:0019752,GO:0022603,GO:0030554,GO:0031982,GO:0031988,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0042127,GO:0043038,GO:0043039,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044767,GO:0045765,GO:0046483,GO:0048519,GO:0048523,GO:0048646,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0065007,GO:0065010,GO:0070062,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901342,GO:1901360,GO:1901363,GO:1901564,GO:1901576,GO:2000026""",1.09447869360013,1.18396157912161e-10,"0","ConEnriched"
"AIPGENE18889",NA,NA,NA,NA,26.6128307153598,27.3929392540501,27.1900483552467,27.1614572063379,27.1798993887657,27.3573157726726,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q8VHX6|FLNC_MOUSE","Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=3",922,2726,560.07,3937.37,"3074/9358","32.85%","100.00%",5.84e-172,"""GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005737,GO:0005856,GO:0005886,GO:0008092,GO:0008150,GO:0009987,GO:0015629,GO:0016020,GO:0016528,GO:0030018,GO:0030029,GO:0030506,GO:0032502,GO:0042383,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048747,GO:0048856,GO:0048869,GO:0055001,GO:0055002""",-1.74203159380428,7.52760925091097e-06,"0","ConEnriched"
"AIPGENE18909",NA,NA,NA,NA,23.5469896293368,NA,23.8300139219059,24.2592681404136,21.683083597243,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|E1BRE2|SIR5_CHICK","""NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Gallus gallus GN=SIRT5 PE=3 SV=1""",294,309,352.44,352.44,"168/283","59.36%","95.58%",1.67e-119,"""GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005634,GO:0005737,GO:0005739,GO:0005758,GO:0005759,GO:0005829,GO:0006464,GO:0008150,GO:0008152,GO:0008270,GO:0009892,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018205,GO:0019222,GO:0019538,GO:0031323,GO:0031324,GO:0031970,GO:0031974,GO:0035601,GO:0036046,GO:0036047,GO:0036048,GO:0036049,GO:0036054,GO:0036055,GO:0036094,GO:0036211,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048037,GO:0048519,GO:0048523,GO:0050662,GO:0050789,GO:0050794,GO:0051287,GO:0065007,GO:0070013,GO:0070403,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:2000377,GO:2000378""",1.63162821204464,1.92568784304977e-20,"0","ConEnriched"
"AIPGENE18918",NA,NA,NA,NA,24.3153978704116,22.6585374316619,23.7994236931843,24.046422139481,24.5503766683664,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P13272|UCRI_BOVIN","""Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Bos taurus GN=UQCRFS1 PE=1 SV=3""",271,274,275.02,275.02,"140/275","50.91%","99.26%",5.23e-90,"""GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005739,GO:0005743,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008121,GO:0008150,GO:0008152,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016020,GO:0016021,GO:0016491,GO:0016679,GO:0016681,GO:0019866,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0031090,GO:0031966,GO:0034220,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046872,GO:0051234,GO:0051536,GO:0051537,GO:0051540,GO:0055085,GO:0055114,GO:0070469,GO:1902600""",-0.552749052806047,6.16419337771916e-06,"0","ConEnriched"
"AIPGENE18924",NA,NA,NA,NA,23.0590434447206,22.6594411699307,24.9001910132841,24.0169317760262,23.5849451056593,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q5R481|SEPT7_PONAB","Septin-7 OS=Pongo abelii GN=SEPT7 PE=2 SV=2",428,437,517.31,517.31,"262/427","61.36%","99.77%",3.68e-180,"""GO:0000166,GO:0000280,GO:0000775,GO:0000776,GO:0000777,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0005575,GO:0005694,GO:0005737,GO:0005819,GO:0005856,GO:0005929,GO:0005930,GO:0006996,GO:0007049,GO:0007067,GO:0008150,GO:0008360,GO:0009653,GO:0009987,GO:0016020,GO:0016043,GO:0016324,GO:0016476,GO:0017076,GO:0019001,GO:0022402,GO:0022603,GO:0022604,GO:0030030,GO:0030496,GO:0031105,GO:0032154,GO:0032155,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032989,GO:0032990,GO:0032991,GO:0032993,GO:0035639,GO:0036094,GO:0042995,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045995,GO:0048285,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051301,GO:0060271,GO:0065007,GO:0065008,GO:0071840,GO:0097159,GO:0097367,GO:0097610,GO:0098589,GO:0098590,GO:1901265,GO:1901363,GO:1902589,GO:1903047,GO:2000026""",-0.627250340767376,0.0307179584685762,"0","ConEnriched"
"AIPGENE18974",NA,NA,NA,NA,23.4774332269749,21.7794660177408,NA,21.8659440058221,23.1154835665917,24.3122368072467,NA,NA,NA,NA,NA,NA,"TrEMBL","tr|T2M7K2|T2M7K2_HYDVU","Brevican core protein (Fragment) OS=Hydra vulgaris GN=BCAN PE=2 SV=1",1199,3152,111.31,334.68,"225/807","27.88%","35.86%",4.13e-21,"""GO:0003674,GO:0005488,GO:0030246""",-1.88218947142118,7.26995759467671e-14,"0","ConEnriched"
"AIPGENE18985",NA,NA,NA,NA,22.2421507235622,22.4394093009066,21.5841001313632,21.0414693191256,20.9146215397093,NA,NA,NA,NA,NA,NA,NA,"nr","gi|156379117|ref|XP_001631305.1|","predicted protein [Nematostella vectensis] >gi|156218343|gb|EDO39242.1| predicted protein [Nematostella vectensis]",292,294,344.74,344.74,"177/292","60.62%","97.26%",8.37e-115,"",NA,NA,"0","ConEnriched"
"AIPGENE19036",NA,NA,NA,NA,23.7126999811514,23.0813389338028,20.4994502937034,NA,22.7852902260933,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q96RW7|HMCN1_HUMAN","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2",2552,5635,330.49,1602.32,"826/2019","40.91%","36.56%",4.14e-89,"""GO:0003008,GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0005578,GO:0005604,GO:0005938,GO:0007600,GO:0007601,GO:0008150,GO:0030054,GO:0031012,GO:0031982,GO:0031988,GO:0032501,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043230,GO:0044420,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0046872,GO:0050877,GO:0050896,GO:0050953,GO:0065010,GO:0070062""",-1.6486045289579,2.66290391388428e-05,"0","ConEnriched"
"AIPGENE19053",NA,NA,NA,NA,23.4236903239113,23.1829501355369,NA,23.0518701630306,NA,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q15393|SF3B3_HUMAN","Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4",968,1217,1573.14,1573.14,"744/964","77.18%","99.28%",0,"""GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0005488,GO:0005575,GO:0005634,GO:0005654,GO:0005681,GO:0005689,GO:0006139,GO:0006396,GO:0006397,GO:0006461,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016071,GO:0022607,GO:0030529,GO:0030532,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0071013,GO:0071704,GO:0071822,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363""",-0.698012229675274,0.000532466814921996,"0","ConEnriched"
"AIPGENE19064",NA,NA,NA,NA,23.7961131108131,23.5313658976238,24.5970862722833,24.5061073862828,23.156348133237,23.5768259299896,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P47952|APT_CRIGR","Adenine phosphoribosyltransferase OS=Cricetulus griseus GN=APRT PE=3 SV=2",77,180,67.01,67.01,"30/61","49.18%","77.92%",7.43e-14,"""GO:0003674,GO:0003824,GO:0003999,GO:0005575,GO:0005737,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006166,GO:0006167,GO:0006168,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032261,GO:0034641,GO:0034654,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0043094,GO:0043096,GO:0043101,GO:0043173,GO:0043174,GO:0044209,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046033,GO:0046083,GO:0046084,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659""",NA,NA,"0","ConEnriched"
"AIPGENE19069",NA,NA,NA,NA,23.978552119319,23.8622353546117,24.455023570346,24.7202415727179,24.4268808166598,23.9484444742012,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q9WYX8|Y508_THEMA","Uncharacterized protein TM_0508 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=TM_0508 PE=4 SV=1",251,599,174.48,174.48,"82/166","49.40%","66.14%",8.85e-49,"""GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0006139,GO:0006259,GO:0006260,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009378,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032392,GO:0032508,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044699,GO:0044710,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071103,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576""",NA,NA,"0","ConEnriched"
"AIPGENE19103",NA,NA,NA,NA,21.9737699837897,23.6068615324566,24.7537598561171,NA,NA,21.8475628979997,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|Q58D31|DHSO_BOVIN","Sorbitol dehydrogenase OS=Bos taurus GN=SORD PE=2 SV=3",351,356,441.81,441.81,"213/349","61.03%","99.15%",6.26e-153,"""GO:0000166,GO:0003674,GO:0003824,GO:0003939,GO:0005488,GO:0005575,GO:0005739,GO:0005929,GO:0005975,GO:0005996,GO:0006000,GO:0006059,GO:0006060,GO:0006062,GO:0006066,GO:0006928,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009987,GO:0016020,GO:0016051,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019318,GO:0019319,GO:0019400,GO:0019405,GO:0019407,GO:0019519,GO:0019527,GO:0019751,GO:0030317,GO:0031090,GO:0031514,GO:0031966,GO:0036094,GO:0040011,GO:0042995,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044712,GO:0044723,GO:0044724,GO:0044763,GO:0046164,GO:0046174,GO:0046364,GO:0046370,GO:0046872,GO:0046914,GO:0048037,GO:0048870,GO:0050662,GO:0051160,GO:0051164,GO:0051287,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901575,GO:1901576,GO:1901615,GO:1901616""",0.640971997516549,0.00178709838627551,"0","ConEnriched"
"AIPGENE19114",NA,NA,NA,NA,24.3280573459762,24.8903531896962,NA,25.9633454977666,23.2518148670386,NA,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P14318|MP20_DROME","Muscle-specific protein 20 OS=Drosophila melanogaster GN=Mp20 PE=2 SV=2",210,184,110.92,110.92,"68/156","43.59%","71.43%",1.94e-28,"""GO:0000768,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0006949,GO:0007155,GO:0007520,GO:0008092,GO:0008150,GO:0008360,GO:0009987,GO:0010830,GO:0022603,GO:0022604,GO:0022610,GO:0032502,GO:0044699,GO:0044763,GO:0044767,GO:0045595,GO:0048646,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051147,GO:0051153,GO:0060142,GO:0065007,GO:0065008,GO:1901739""",-0.503848799016546,0.000596346081694314,"0","ConEnriched"
"AIPGENE19125",NA,NA,NA,NA,25.2800897673851,25.5562851669052,26.4096282262746,25.6513982308197,25.6028864127271,25.6130677694282,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P81926|SODC_HALRO","Superoxide dismutase [Cu-Zn] OS=Halocynthia roretzi PE=1 SV=2",151,152,213.39,213.39,"104/149","69.80%","98.01%",1.62e-69,"""GO:0000302,GO:0000303,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005575,GO:0005737,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046872,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071451,GO:0072593,GO:1901700,GO:1901701""",NA,NA,"0","ConEnriched"
"AIPGENE1913",NA,NA,NA,NA,26.8404204595449,27.7587324072074,27.9065228476453,27.7057424717958,28.2415530470342,29.0186817933741,NA,NA,NA,NA,NA,NA,"Swiss-Prot","sp|P40423|SQH_DROME","Myosin regulatory light chain sqh OS=Drosophila melanogaster GN=sqh PE=1 SV=1",172,174,204.53,204.53,"100/170","58.82%","98.84%",2.05e-65,"""GO:0000281,GO:0000902,GO:0000910,GO:0001667,GO:0001736,GO:0002064,GO:0002066,GO:0003006,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005737,GO:0005886,GO:0005911,GO:0005912,GO:0005938,GO:0006810,GO:0006928,GO:0006950,GO:0007097,GO:0007164,GO:0007297,GO:0007298,GO:0007300,GO:0007303,GO:0007349,GO:0008092,GO:0008150,GO:0009611,GO:0009653,GO:0009826,GO:0009886,GO:0009987,GO:0010631,GO:0016020,GO:0016043,GO:0016049,GO:0016324,GO:0016459,GO:0016460,GO:0016477,GO:0016482,GO:0017022,GO:0019749,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0030029,GO:0030030,GO:0030048,GO:0030054,GO:0030154,GO:0030496,GO:0030705,GO:0030707,GO:0031941,GO:0032036,GO:0032154,GO:0032155,GO:0032502,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035159,GO:0035183,GO:0035190,GO:0035191,GO:0035277,GO:0035316,GO:0035317,GO:0040007,GO:0040011,GO:0040023,GO:0042060,GO:0043167,GO:0043169,GO:0043234,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044699,GO:0044702,GO:0044763,GO:0044765,GO:0044767,GO:0046872,GO:0046907,GO:0048468,GO:0048471,GO:0048589,GO:0048610,GO:0048646,GO:0048856,GO:0048859,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051233,GO:0051234,GO:0051493,GO:0051649,GO:0051656,GO:0060288,GO:0060560,GO:0065007,GO:0065008,GO:0070161,GO:0071840,GO:0090254,GO:0097610,GO:0098589,GO:0098590,GO:1902582,GO:1903047""",0.402206402407518,0.00537580651230702,"0","ConEnriched"
